Frequency,Tuning,L,MW_On,MW_Off,TatmTcmb_On,TatmTcmb_Off,AtmosAtten_On,Tau,Tatm,ElevOff,ApEff,BeamEff,TSpill_Off,P_On_x_1,P_Off_x_1,P_On_x_2,P_Off_x_2,P_On_x_3,P_Off_x_3,P_On_x_4,P_Off_x_4,P_On_x_5,P_Off_x_5,P_On_x_6,P_Off_x_6,P_On_x_7,P_Off_x_7,P_On_x_8,P_Off_x_8,P_On_x_9,P_Off_x_9,P_On_x_10,P_Off_x_10,P_On_x_11,P_Off_x_11,P_On_y_1,P_Off_y_1,P_On_y_2,P_Off_y_2,P_On_y_3,P_Off_y_3,P_On_y_4,P_Off_y_4,P_On_y_5,P_Off_y_5,P_On_y_6,P_Off_y_6,P_On_y_7,P_Off_y_7,P_On_y_8,P_Off_y_8,P_On_y_9,P_Off_y_9,P_On_y_10,P_Off_y_10,P_On_y_11,P_Off_y_11,TSYSdivEta_x_1,TSYSdivEta_x_2,TSYSdivEta_x_3,TSYSdivEta_x_4,TSYSdivEta_x_5,TSYSdivEta_x_6,TSYSdivEta_x_7,TSYSdivEta_x_8,TSYSdivEta_x_9,TSYSdivEta_x_10,TSYSdivEta_x_11,TSYSdivEta_y_1,TSYSdivEta_y_2,TSYSdivEta_y_3,TSYSdivEta_y_4,TSYSdivEta_y_5,TSYSdivEta_y_6,TSYSdivEta_y_7,TSYSdivEta_y_8,TSYSdivEta_y_9,TSYSdivEta_y_10,TSYSdivEta_y_11,SEFD_x_1,SEFD_x_2,SEFD_x_3,SEFD_x_4,SEFD_x_5,SEFD_x_6,SEFD_x_7,SEFD_x_8,SEFD_x_9,SEFD_x_10,SEFD_x_11,SEFD_y_1,SEFD_y_2,SEFD_y_3,SEFD_y_4,SEFD_y_5,SEFD_y_6,SEFD_y_7,SEFD_y_8,SEFD_y_9,SEFD_y_10,SEFD_y_11,TRCVR_x_1,TRCVR_x_2,TRCVR_x_3,TRCVR_x_4,TRCVR_x_5,TRCVR_x_6,TRCVR_x_7,TRCVR_x_8,TRCVR_x_9,TRCVR_x_10,TRCVR_x_11,TRCVR_y_1,TRCVR_y_2,TRCVR_y_3,TRCVR_y_4,TRCVR_y_5,TRCVR_y_6,TRCVR_y_7,TRCVR_y_8,TRCVR_y_9,TRCVR_y_10,TRCVR_y_11
1.24412,1,0.0276,1.548,1.188,6.882,6.976,0.9837,0.00896,261.86,32.61,0.58062352,0.7373918704,1.18,4.923589e-07,4.505317e-07,1.740843e-07,1.59429e-07,1.738328e-07,1.597964e-07,1.958339e-07,1.806464e-07,1.745917e-07,1.600971e-07,1.750051e-07,1.603621e-07,1.751171e-07,1.616438e-07,1.75927e-07,1.607673e-07,1.764826e-07,1.616343e-07,1.764385e-07,1.608942e-07,1.401022e-07,1.286548e-07,5.182004e-07,4.742451e-07,2.035888e-07,1.853934e-07,1.829758e-07,1.67305e-07,2.03996e-07,1.859967e-07,2.043403e-07,1.860188e-07,1.837765e-07,1.67578e-07,1.839496e-07,1.680367e-07,1.834868e-07,1.683248e-07,1.835593e-07,1.683544e-07,1.837231e-07,1.691389e-07,1.848346e-07,1.692142e-07,71.14,71.85,75.19,78.56,72.95,72.33,79.24,70.04,71.89,68.36,74.23,71.26,67.29,70.51,68.25,67.06,68.33,69.74,73.32,73.13,76.60,71.55,6721.58,6788.55,7104.21,7422.46,6892.58,6834.02,7486.69,6617.77,6793.00,6459.13,7013.32,6732.81,6358.25,6662.27,6448.43,6335.79,6455.75,6589.61,6927.81,6909.48,7237.12,6760.04,31.96,32.37,34.31,36.27,33.01,32.65,36.66,31.32,32.40,30.35,33.75,32.03,29.73,31.60,30.28,29.59,30.33,31.15,33.23,33.12,35.13,32.20
1.24438,1,0.0276,1.548,1.187,6.882,6.976,0.9837,0.00896,261.86,32.61,0.5806224799999999,0.7373905496,1.18,4.955929e-07,4.527001e-07,1.757277e-07,1.608756e-07,1.748545e-07,1.613607e-07,1.968649e-07,1.820217e-07,1.752384e-07,1.614324e-07,1.755497e-07,1.614955e-07,1.756954e-07,1.627554e-07,1.767133e-07,1.621949e-07,1.774609e-07,1.626368e-07,1.771861e-07,1.6165e-07,1.407286e-07,1.29507e-07,5.217582e-07,4.772905e-07,2.056291e-07,1.874241e-07,1.84631e-07,1.689128e-07,2.060277e-07,1.878875e-07,2.061982e-07,1.878049e-07,1.85715e-07,1.69069e-07,1.855456e-07,1.694839e-07,1.852252e-07,1.701742e-07,1.853632e-07,1.697918e-07,1.856252e-07,1.705146e-07,1.864702e-07,1.706877e-07,69.72,71.55,78.99,81.00,77.24,75.90,83.08,73.79,72.47,68.73,76.23,70.90,68.01,70.99,68.42,67.45,67.09,69.70,74.69,72.03,74.54,71.44,6587.14,6760.40,7463.35,7653.60,7297.82,7171.74,7850.03,6972.50,6847.32,6493.88,7202.92,6698.98,6425.47,6707.03,6464.37,6372.61,6339.05,6585.78,7056.65,6805.49,7042.88,6749.89,31.14,32.20,36.52,37.69,35.50,34.73,38.90,33.50,32.73,30.56,34.92,31.82,30.14,31.87,30.38,29.82,29.61,31.13,34.02,32.48,33.94,32.14
1.24463,1,0.0276,1.547,1.187,6.882,6.976,0.9837,0.00896,261.86,32.61,0.5806214799999999,0.7373892795999999,1.18,4.987285e-07,4.554042e-07,1.764825e-07,1.617091e-07,1.755843e-07,1.620816e-07,1.975563e-07,1.828472e-07,1.75967e-07,1.621426e-07,1.763113e-07,1.622903e-07,1.762378e-07,1.633527e-07,1.772498e-07,1.625961e-07,1.779947e-07,1.632197e-07,1.776233e-07,1.621889e-07,1.410055e-07,1.296534e-07,5.257699e-07,4.803844e-07,2.070664e-07,1.884676e-07,1.859052e-07,1.697959e-07,2.071891e-07,1.886002e-07,2.078007e-07,1.887438e-07,1.867875e-07,1.699233e-07,1.866601e-07,1.703557e-07,1.861879e-07,1.704785e-07,1.864555e-07,1.704784e-07,1.863968e-07,1.713935e-07,1.871623e-07,1.716345e-07,69.42,72.29,79.28,82.10,77.46,76.45,83.73,73.28,72.96,69.40,75.43,69.91,66.93,69.61,67.01,65.41,66.55,69.01,71.67,70.47,75.45,73.00,6559.49,6830.60,7490.62,7757.23,7319.06,7223.01,7911.21,6924.17,6893.66,6557.47,7127.09,6605.05,6323.48,6577.41,6331.30,6180.52,6287.70,6520.13,6771.96,6658.49,7128.73,6897.62,30.97,32.63,36.69,38.33,35.63,35.04,39.27,33.21,33.02,30.95,34.45,31.25,29.52,31.08,29.56,28.64,29.30,30.72,32.27,31.57,34.46,33.04
1.24487,1,0.0276,1.546,1.186,6.882,6.976,0.9837,0.00896,261.86,32.61,0.58062052,0.7373880603999999,1.18,5.026752e-07,4.58034e-07,1.778885e-07,1.63075e-07,1.767445e-07,1.632852e-07,1.989519e-07,1.840511e-07,1.773332e-07,1.631196e-07,1.77687e-07,1.633081e-07,1.774806e-07,1.644567e-07,1.783641e-07,1.635049e-07,1.790979e-07,1.641071e-07,1.787904e-07,1.629456e-07,1.418529e-07,1.303833e-07,5.309565e-07,4.850895e-07,2.09287e-07,1.900289e-07,1.875759e-07,1.712051e-07,2.091346e-07,1.902297e-07,2.095323e-07,1.903006e-07,1.884942e-07,1.711193e-07,1.881408e-07,1.716408e-07,1.875695e-07,1.716961e-07,1.878059e-07,1.717181e-07,1.878475e-07,1.724921e-07,1.885763e-07,1.730999e-07,67.76,72.71,80.12,81.58,75.80,75.01,83.40,72.67,72.30,67.92,75.08,69.85,65.17,69.07,66.46,65.35,65.05,68.70,71.44,70.50,74.19,73.87,6402.75,6869.65,7570.58,7707.85,7161.54,7087.40,7879.80,6866.57,6831.36,6417.42,7093.79,6599.73,6157.59,6526.07,6279.26,6174.86,6145.84,6491.44,6749.87,6660.76,7009.91,6979.62,30.00,32.87,37.18,38.02,34.67,34.21,39.08,32.85,32.64,30.09,34.25,31.21,28.50,30.76,29.24,28.60,28.42,30.55,32.14,31.59,33.73,33.55
1.24513,1,0.0276,1.545,1.186,6.882,6.976,0.9837,0.00896,261.86,32.61,0.58061948,0.7373867396,1.18,5.072143e-07,4.6173e-07,1.790789e-07,1.648586e-07,1.782552e-07,1.649655e-07,2.007502e-07,1.857082e-07,1.79203e-07,1.645443e-07,1.797492e-07,1.643368e-07,1.790645e-07,1.655137e-07,1.795217e-07,1.647139e-07,1.801877e-07,1.650988e-07,1.800181e-07,1.639074e-07,1.429766e-07,1.313175e-07,5.365645e-07,4.903133e-07,2.116675e-07,1.919184e-07,1.897788e-07,1.727004e-07,2.108487e-07,1.917847e-07,2.116128e-07,1.918337e-07,1.901649e-07,1.724828e-07,1.901082e-07,1.728796e-07,1.890601e-07,1.729759e-07,1.894855e-07,1.729967e-07,1.891079e-07,1.738895e-07,1.901987e-07,1.746524e-07,67.04,76.56,81.97,81.53,74.12,70.41,80.66,73.45,72.25,67.18,74.38,70.00,64.17,66.78,66.43,64.05,64.42,66.26,71.02,69.28,75.45,74.19,6333.82,7233.39,7744.92,7703.08,7003.68,6652.78,7620.93,6940.31,6826.93,6347.80,7027.43,6614.39,6063.29,6309.36,6276.81,6051.42,6086.26,6260.84,6710.04,6546.18,7129.24,7009.49,29.58,35.11,38.25,37.99,33.70,31.54,37.49,33.31,32.61,29.67,33.84,31.30,27.92,29.43,29.23,27.84,28.06,29.13,31.89,30.88,34.47,33.73
1.24537,1,0.0276,1.544,1.185,6.882,6.976,0.9837,0.00896,261.86,32.61,0.5806185199999999,0.7373855203999999,1.18,5.113254e-07,4.652236e-07,1.805957e-07,1.663483e-07,1.797007e-07,1.664677e-07,2.025055e-07,1.872328e-07,1.809524e-07,1.657013e-07,1.817033e-07,1.657963e-07,1.807002e-07,1.668906e-07,1.80895e-07,1.65825e-07,1.81604e-07,1.660898e-07,1.810378e-07,1.64795e-07,1.440423e-07,1.321181e-07,5.403618e-07,4.939957e-07,2.136733e-07,1.935326e-07,1.91684e-07,1.73991e-07,2.12745e-07,1.931491e-07,2.133953e-07,1.933064e-07,1.91919e-07,1.737258e-07,1.916457e-07,1.742096e-07,1.907443e-07,1.739642e-07,1.90849e-07,1.739987e-07,1.904295e-07,1.751866e-07,1.912009e-07,1.761925e-07,66.64,77.10,83.07,80.95,71.75,68.83,79.80,72.66,70.70,67.00,73.17,70.36,63.45,64.94,65.09,63.54,63.06,65.98,68.46,68.19,75.89,77.52,6296.26,7284.87,7848.93,7649.01,6778.97,6503.17,7540.32,6865.55,6679.63,6330.27,6913.09,6647.55,5995.40,6135.70,6149.88,6003.84,5957.91,6233.93,6468.51,6442.84,7170.87,7324.73,29.35,35.43,38.89,37.66,32.32,30.62,36.99,32.85,31.71,29.56,33.14,31.51,27.50,28.36,28.45,27.55,27.27,28.97,30.41,30.25,34.72,35.67
1.24562,1,0.0276,1.543,1.184,6.882,6.976,0.9837,0.00896,261.86,32.61,0.58061752,0.7373842504,1.18,5.151615e-07,4.683954e-07,1.816814e-07,1.679418e-07,1.807652e-07,1.679228e-07,2.039046e-07,1.886294e-07,1.827646e-07,1.669149e-07,1.837791e-07,1.668627e-07,1.819487e-07,1.677575e-07,1.817266e-07,1.664506e-07,1.822388e-07,1.666228e-07,1.81723e-07,1.65368e-07,1.450128e-07,1.326275e-07,5.448581e-07,4.977769e-07,2.162138e-07,1.954516e-07,1.939883e-07,1.754502e-07,2.148812e-07,1.94673e-07,2.154993e-07,1.949528e-07,1.938804e-07,1.752249e-07,1.934018e-07,1.755047e-07,1.922769e-07,1.752023e-07,1.924736e-07,1.750985e-07,1.919115e-07,1.763232e-07,1.926245e-07,1.777832e-07,66.14,80.72,86.35,81.55,69.54,65.14,78.06,71.95,70.46,66.77,70.71,69.82,62.16,62.50,63.61,62.66,62.02,64.76,67.76,66.55,74.69,79.10,6249.14,7626.47,8158.35,7704.80,6570.72,6154.46,7375.67,6798.52,6657.38,6308.70,6681.38,6596.69,5873.60,5905.10,6010.59,5920.12,5860.41,6118.50,6402.18,6287.73,7057.48,7474.08,29.06,37.53,40.79,38.01,31.04,28.48,35.98,32.44,31.57,29.43,31.72,31.20,26.75,26.95,27.60,27.04,26.67,28.26,30.00,29.30,34.03,36.59
1.24588,1,0.0276,1.543,1.184,6.882,6.976,0.9837,0.00896,261.86,32.61,0.58061648,0.7373829296,1.18,5.180651e-07,4.714978e-07,1.830462e-07,1.693618e-07,1.821275e-07,1.696708e-07,2.062666e-07,1.902624e-07,1.853496e-07,1.684262e-07,1.865702e-07,1.681551e-07,1.842183e-07,1.689237e-07,1.83031e-07,1.673751e-07,1.836511e-07,1.676038e-07,1.83165e-07,1.663074e-07,1.462196e-07,1.335782e-07,5.487827e-07,5.02352e-07,2.188514e-07,1.974068e-07,1.962029e-07,1.768744e-07,2.171277e-07,1.961804e-07,2.17948e-07,1.973606e-07,1.958222e-07,1.766462e-07,1.951781e-07,1.770862e-07,1.939012e-07,1.764034e-07,1.941673e-07,1.761652e-07,1.932844e-07,1.775825e-07,1.939969e-07,1.794381e-07,66.86,81.73,89.95,78.50,65.72,60.30,72.93,70.60,68.97,65.15,69.78,71.45,60.79,60.43,61.84,63.30,60.83,64.64,66.57,64.62,74.68,81.39,6317.39,7721.98,8498.51,7417.51,6209.56,5697.38,6891.14,6670.40,6516.60,6155.38,6592.94,6750.59,5743.58,5709.60,5843.41,5981.33,5747.58,6107.16,6290.17,6105.70,7056.46,7690.03,29.48,38.11,42.88,36.24,28.82,25.67,33.01,31.65,30.70,28.49,31.17,32.14,25.95,25.75,26.57,27.42,25.98,28.19,29.31,28.18,34.02,37.92
1.24612,1,0.0276,1.542,1.183,6.882,6.976,0.9837,0.00896,261.86,32.61,0.5806155199999999,0.7373817103999999,1.18,5.225084e-07,4.760804e-07,1.843655e-07,1.715789e-07,1.833346e-07,1.720111e-07,2.075613e-07,1.922001e-07,1.868475e-07,1.723805e-07,1.881785e-07,1.696799e-07,1.853303e-07,1.701871e-07,1.838083e-07,1.683982e-07,1.841243e-07,1.680128e-07,1.838136e-07,1.670697e-07,1.47209e-07,1.340712e-07,5.539665e-07,5.067213e-07,2.217556e-07,1.99564e-07,1.986413e-07,1.784598e-07,2.194047e-07,1.975394e-07,2.20355e-07,2.048162e-07,1.97728e-07,1.779503e-07,1.971331e-07,1.784313e-07,1.954912e-07,1.775808e-07,1.962365e-07,1.773721e-07,1.947215e-07,1.789369e-07,1.951103e-07,1.813892e-07,67.71,88.61,100.31,82.62,78.68,60.57,74.21,72.16,68.86,65.89,67.39,70.83,59.38,58.39,59.66,87.04,59.42,63.00,65.47,62.09,74.86,87.30,6397.93,8372.36,9477.96,7806.70,7434.44,5723.09,7012.10,6818.22,6506.47,6225.58,6367.25,6691.91,5610.90,5517.29,5636.86,8224.05,5613.86,5952.87,6186.28,5866.53,7073.02,8248.24,29.98,42.11,48.90,38.63,36.35,25.83,33.75,32.56,30.64,28.92,29.79,31.78,25.14,24.57,25.30,41.20,25.16,27.24,28.68,26.71,34.13,41.35
1.24638,1,0.0276,1.541,1.182,6.882,6.976,0.9837,0.00896,261.86,32.61,0.5806144799999999,0.7373803896,1.18,5.271551e-07,4.799992e-07,1.857263e-07,1.733031e-07,1.847179e-07,1.738505e-07,2.092666e-07,1.939887e-07,1.889475e-07,1.822528e-07,1.904581e-07,1.711625e-07,1.870183e-07,1.715169e-07,1.848997e-07,1.695078e-07,1.852065e-07,1.687639e-07,1.84788e-07,1.679968e-07,1.484163e-07,1.350258e-07,5.591192e-07,5.116543e-07,2.247129e-07,2.013144e-07,2.013028e-07,1.800144e-07,2.21685e-07,1.992879e-07,2.227511e-07,2.270331e-07,1.998246e-07,1.793894e-07,1.992997e-07,1.799074e-07,1.972099e-07,1.787403e-07,1.982281e-07,1.78502e-07,1.961648e-07,1.801829e-07,1.965478e-07,1.83312e-07,67.22,92.12,105.64,83.85,179.77,58.58,73.07,72.72,67.78,66.07,66.59,71.18,56.81,55.84,58.76,-350.12,57.97,61.26,63.91,59.76,74.45,91.46,6351.02,8703.86,9981.35,7922.31,16985.64,5534.64,6903.59,6871.26,6403.95,6242.49,6291.57,6725.78,5368.16,5275.98,5551.73,-33081.21,5477.18,5788.40,6038.15,5646.00,7034.35,8641.31,29.69,44.15,52.00,39.34,95.04,24.67,33.08,32.89,30.01,29.02,29.32,31.99,23.65,23.08,24.78,-212.62,24.32,26.23,27.77,25.36,33.89,43.76
